plant,genotype,treatment,start,flat,rep,epi,,int1,,int2,,int3,,pet1,,pet2,,pet3,,pet4,
129,B1,sun,5,4,2,56.06,6/5/15 11:55,54.11,6/5/15 11:55,45.19,6/5/15 11:55,38.83,6/5/15 11:55,51.08,6/5/15 11:56,76.31,6/5/15 11:56,72.46,6/5/15 11:56,47.01,6/5/15 11:57
165,1E3,sun,5,5,2,36.46,6/5/15 0:00,22.06,6/5/15 0:00,37.42,6/5/15 0:00,25.96,6/5/15 0:00,59.5,6/5/15 0:00,74.75,6/5/15 0:01,72.49,6/5/15 0:01,38.36,6/5/15 0:01
124,A,sun,5,5,2,34.55,6/5/15 0:02,33.73,6/5/15 0:02,30.85,6/5/15 0:02,23.47,6/5/15 0:02,80.69,6/5/15 0:03,80.04,6/5/15 0:03,77.08,6/5/15 0:03,40.35,6/5/15 0:03
150,1E3,sun,5,5,2,37.42,6/5/15 0:07,36.36,6/5/15 0:07,29.13,6/5/15 0:07,28.97,6/5/15 0:07,71.11,6/5/15 0:07,81.11,6/5/15 0:08,66.14,6/5/15 0:08,43.63,6/5/15 0:08
139,E7,sun,5,5,2,31.91,6/5/15 0:11,32.95,6/5/15 0:11,30.05,6/5/15 0:11,28.71,6/5/15 0:11,65.22,6/5/15 0:12,87,6/5/15 0:12,64.55,6/5/15 0:12,38.28,6/5/15 0:12
122,MM,sun,5,5,2,27.5,6/5/15 0:15,27.24,6/5/15 0:15,25.29,6/5/15 0:15,15.91,6/5/15 0:15,67.39,6/5/15 0:16,78.69,6/5/15 0:16,61.08,6/5/15 0:16,24.45,6/5/15 0:16
173,QD3,sun,5,6,2,71.43,6/5/15 0:30,51.23,6/5/15 0:30,67.74,6/5/15 0:30,35.01,6/5/15 0:30,50.1,6/5/15 0:31,49.6,6/5/15 0:31,45.08,6/5/15 0:31,32.01,6/5/15 0:31
142,E7,sun,5,6,2,34.8,6/5/15 0:32,36.05,6/5/15 0:32,33.44,6/5/15 0:32,36.64,6/5/15 0:32,72.35,6/5/15 0:33,89.54,6/5/15 0:33,66.08,6/5/15 0:33,40.73,6/5/15 0:33
127,B1,sun,5,6,2,50.98,6/5/15 0:34,53.98,6/5/15 0:34,50.5,6/5/15 0:34,34.69,6/5/15 0:35,60.62,6/5/15 0:35,90.66,6/5/15 0:35,73.79,6/5/15 0:35,38.42,6/5/15 0:36
158,2E3,sun,5,6,2,32.72,6/5/15 0:36,27.01,6/5/15 0:36,23.94,6/5/15 0:37,24.96,6/5/15 0:37,71.86,6/5/15 0:37,67.59,6/5/15 0:37,63.61,6/5/15 0:37,51.88,6/5/15 0:37
125,A,sun,5,6,2,42.81,6/5/15 0:38,35.01,6/5/15 0:38,24.44,6/5/15 0:38,13.94,6/5/15 0:38,67.61,6/5/15 0:39,58.77,6/5/15 0:39,51.36,6/5/15 0:40,29.05,6/5/15 0:40
143,1E3,sun,5,6,2,36.95,6/5/15 0:42,28.25,6/5/15 0:42,49.32,6/5/15 0:42,49.42,6/5/15 0:42,67.21,6/5/15 0:42,103.92,6/5/15 0:43,97.33,6/5/15 0:43,50.84,6/5/15 0:43
181,MM,shade,5,1,2,46.69,6/5/15 13:00,47.39,6/5/15 13:00,40.53,6/5/15 13:00,28.85,6/5/15 13:00,69.17,6/5/15 13:00,82.33,6/5/15 13:00,56.74,6/5/15 13:01,31.31,6/5/15 13:01
214,1E7,shade,5,1,2,65.19,6/5/15 13:03,87.64,6/5/15 13:03,31.3,6/5/15 13:03,61.04,6/5/15 13:03,49.93,6/5/15 13:03,89.76,6/5/15 13:04,90.16,6/5/15 13:04,48.11,6/5/15 13:04
227,1E3,shade,5,1,2,45.1,6/5/15 13:21,42.63,6/5/15 13:21,61.22,6/5/15 13:21,45.89,6/5/15 13:21,47.78,6/5/15 13:22,65.54,6/5/15 13:22,100.24,6/5/15 13:22,55.54,6/5/15 13:22
195,E3,shade,5,1,2,44.88,6/5/15 13:23,79.38,6/5/15 13:23,64.23,6/5/15 13:23,41.9,6/5/15 13:24,66.4,6/5/15 13:24,85.93,6/5/15 13:24,72.33,6/5/15 13:24,40.2,6/5/15 13:24
228,1E3,shade,5,1,2,49.93,6/5/15 13:25,49.26,6/5/15 13:25,61.75,6/5/15 13:26,56.43,6/5/15 13:26,63.73,6/5/15 13:26,89.73,6/5/15 13:26,96.49,6/5/15 13:26,74.59,6/5/15 13:27
186,A,shade,5,1,2,60.71,6/5/15 13:32,70.19,6/5/15 13:32,62.22,6/5/15 13:32,59.33,6/5/15 13:32,62.33,6/5/15 13:32,90.58,6/5/15 13:32,90.12,6/5/15 13:33,47.75,6/5/15 13:33
205,B12,shade,5,1,2,52.19,6/5/15 13:34,47.54,6/5/15 13:34,87.59,6/5/15 13:34,43.38,6/5/15 13:34,45.71,6/5/15 13:34,58.23,6/5/15 13:35,56.41,6/5/15 13:35,39.02,6/5/15 13:35
182,MM,shade,5,2,2,39.41,6/5/15 13:39,59.57,6/5/15 13:40,67.86,6/5/15 13:40,33.38,6/5/15 13:40,68.63,6/5/15 13:40,86.96,6/5/15 13:40,63.79,6/5/15 13:41,28.87,6/5/15 13:41
226,1E3,shade,5,2,2,40.55,6/5/15 13:42,46.69,6/5/15 13:42,64.9,6/5/15 13:42,48.23,6/5/15 13:42,49.12,6/5/15 13:42,74.44,6/5/15 13:42,83.45,6/5/15 13:43,76.41,6/5/15 13:43
217,2E3,shade,5,2,2,29.68,6/5/15 13:44,29.87,6/5/15 13:44,30.58,6/5/15 13:44,17.67,6/5/15 13:44,52.27,6/5/15 13:45,49.38,6/5/15 13:45,34.61,6/5/15 13:45,17.61,6/5/15 13:45
224,1E3,shade,5,2,2,61.07,6/5/15 13:46,52.51,6/5/15 13:46,67.22,6/5/15 13:46,55.01,6/5/15 13:47,43.06,6/5/15 13:47,65.97,6/5/15 13:47,89,6/5/15 13:47,45,6/5/15 13:47
220,2E7,shade,5,2,2,46.9,6/5/15 13:48,65.61,6/5/15 13:49,77.79,6/5/15 13:49,39.82,6/5/15 13:49,54.89,6/5/15 13:49,68.58,6/5/15 13:49,66.91,6/5/15 13:50,48.92,6/5/15 13:50
199,E7,shade,5,2,2,46.51,6/5/15 13:51,71.8,6/5/15 13:51,75.96,6/5/15 13:51,50.04,6/5/15 13:51,65.2,6/5/15 13:51,90.55,6/5/15 13:52,86.1,6/5/15 13:52,57.5,6/5/15 13:52
196,E3,shade,5,3,2,59.07,6/5/15 13:54,70.44,6/5/15 13:54,74.06,6/5/15 13:54,54.83,6/5/15 13:55,77.82,6/5/15 13:55,77.09,6/5/15 13:55,97.83,6/5/15 13:56,49.84,6/5/15 13:56
211,1E3,shade,5,3,2,83.97,6/5/15 13:57,57.21,6/5/15 13:57,75.76,6/5/15 13:57,68.81,6/5/15 13:57,65.07,6/5/15 13:57,66.42,6/5/15 13:58,77.71,6/5/15 13:58,61.03,6/5/15 13:58
191,B2,shade,5,3,2,45.8,6/5/15 13:59,73.11,6/5/15 13:59,96.39,6/5/15 14:00,47.91,6/5/15 14:00,78.82,6/5/15 14:00,89.13,6/5/15 14:00,77.21,6/5/15 14:01,59.66,6/5/15 14:01
233,QD3,shade,5,3,2,81.57,6/5/15 14:02,40.53,6/5/15 14:02,58.68,6/5/15 14:02,38.94,6/5/15 14:02,47.46,6/5/15 14:03,50.39,6/5/15 14:03,50.93,6/5/15 14:03,41.61,6/5/15 14:03
206,1E3,shade,5,3,2,60.14,6/5/15 14:04,49.44,6/5/15 14:04,60.74,6/5/15 14:05,56.05,6/5/15 14:05,49.55,6/5/15 14:05,76.89,6/5/15 14:05,67.16,6/5/15 14:05,56.78,6/5/15 14:06
188,B1,shade,5,3,2,77.53,6/5/15 14:06,74.76,6/5/15 14:07,71.52,6/5/15 14:07,39.85,6/5/15 14:07,46.94,6/5/15 14:07,68.57,6/5/15 14:07,69.11,6/5/15 14:08,61.78,6/5/15 14:08
210,1E3,shade,5,3,2,38.56,6/5/15 14:08,38.36,6/5/15 14:09,53.32,6/5/15 14:09,57.64,6/5/15 14:09,65.65,6/5/15 14:09,68.42,6/5/15 14:09,93.91,6/5/15 14:10,106.39,6/5/15 14:10
231,TR7,shade,5,4,2,38.14,6/5/15 14:20,44.74,6/5/15 14:20,53.08,6/5/15 14:21,68.32,6/5/15 14:21,59.39,6/5/15 14:21,81.65,6/5/15 14:21,103.88,6/5/15 14:22,82.65,6/5/15 14:22
213,1E7,shade,5,4,2,43.02,6/5/15 14:24,73.71,6/5/15 14:24,67.13,6/5/15 14:24,38.85,6/5/15 14:24,49.22,6/5/15 14:24,75.16,6/5/15 14:25,68.22,6/5/15 14:25,50.65,6/5/15 14:25
200,E7,shade,5,4,2,49.88,6/5/15 14:26,53.35,6/5/15 14:26,68.78,6/5/15 14:26,45.08,6/5/15 14:26,64.81,6/5/15 14:26,87.01,6/5/15 14:27,85.6,6/5/15 14:27,70.35,6/5/15 14:27
189,B1,shade,5,4,2,70.87,6/5/15 14:28,82.66,6/5/15 14:28,87.19,6/5/15 14:28,49.34,6/5/15 14:28,58.68,6/5/15 14:29,71.57,6/5/15 14:29,79.59,6/5/15 14:29,58.73,6/5/15 14:29
207,1E3,shade,5,4,2,41.26,6/5/15 14:30,49.18,6/5/15 14:30,59.67,6/5/15 14:30,46.29,6/5/15 14:30,53.17,6/5/15 14:31,85.26,6/5/15 14:31,68.34,6/5/15 14:31,54.41,6/5/15 14:31
197,E3,shade,5,4,2,55.17,6/5/15 14:33,58.28,6/5/15 14:33,70.88,6/5/15 14:33,46.09,6/5/15 14:33,70.06,6/5/15 14:33,90.71,6/5/15 14:33,106.61,6/5/15 14:34,49.58,6/5/15 14:34
204,B12,shade,5,5,2,80.99,6/5/15 14:36,67.13,6/5/15 14:36,96.42,6/5/15 14:36,38.85,6/5/15 14:37,44.58,6/5/15 14:37,52.94,6/5/15 14:37,61.17,6/5/15 14:37,53.13,6/5/15 14:37
230,TR7,shade,5,5,2,61.59,6/5/15 14:38,61.01,6/5/15 14:38,56.84,6/5/15 14:38,49.53,6/5/15 14:39,62.14,6/5/15 14:39,65.01,6/5/15 14:39,88.46,6/5/15 14:39,90.46,6/5/15 14:40
193,E3,shade,5,5,2,66.8,6/5/15 14:40,74.28,6/5/15 14:41,59.3,6/5/15 14:41,40.49,6/5/15 14:41,75.5,6/5/15 14:41,91.92,6/5/15 14:41,81.17,6/5/15 14:42,79.37,6/5/15 14:42
187,B1,shade,5,5,2,86.62,6/5/15 14:43,70.74,6/5/15 14:43,73.47,6/5/15 14:43,33.91,6/5/15 14:43,43.89,6/5/15 14:44,76.19,6/5/15 14:44,76.32,6/5/15 14:44,34.38,6/5/15 14:44
216,2E3,shade,5,5,2,81.81,6/5/15 14:45,80.39,6/5/15 14:46,86.73,6/5/15 14:46,60.54,6/5/15 14:46,66.51,6/5/15 14:46,99.36,6/5/15 14:46,73.52,6/5/15 14:47,72.84,6/5/15 14:47
198,E7,shade,5,5,2,52.91,6/5/15 14:49,66.7,6/5/15 14:49,91.58,6/5/15 14:49,52.82,6/5/15 14:49,63.86,6/5/15 14:49,100.94,6/5/15 14:50,87.89,6/5/15 14:50,52.28,6/5/15 14:50
184,A,shade,5,5,2,55.7,6/5/15 14:51,74.28,6/5/15 14:51,61.83,6/5/15 14:51,33.51,6/5/15 14:51,72.08,6/5/15 14:51,86.91,6/5/15 14:52,80.15,6/5/15 14:53,35.79,6/5/15 14:53
225,1E3,shade,5,5,2,62.99,6/5/15 14:54,53.14,6/5/15 14:54,51.9,6/5/15 14:55,39.56,6/5/15 14:55,54.2,6/5/15 14:55,60.09,6/5/15 14:55,82.95,6/5/15 14:55,39.68,6/5/15 14:56
183,MM,shade,5,6,2,53.02,6/5/15 14:58,66.82,6/5/15 14:58,57.2,6/5/15 14:58,33.05,6/5/15 14:58,60.48,6/5/15 14:59,71.33,6/5/15 14:59,78.25,6/5/15 14:59,31.32,6/5/15 14:59
234,QD3,shade,5,6,2,74.19,6/5/15 15:00,51.64,6/5/15 15:00,61.06,6/5/15 15:01,42.32,6/5/15 15:01,39.79,6/5/15 15:01,40.46,6/5/15 15:01,36.33,6/5/15 15:01,15.89,6/5/15 15:01
190,B2,shade,5,6,2,57.51,6/5/15 15:02,70.19,6/5/15 15:02,67.97,6/5/15 15:03,56.18,6/5/15 15:03,71.55,6/5/15 15:03,93.25,6/5/15 15:03,76.67,6/5/15 15:04,51.87,6/5/15 15:04
202,E7,shade,5,6,2,54.14,6/5/15 15:05,70.28,6/5/15 15:05,65.14,6/5/15 15:05,38.17,6/5/15 15:05,61.26,6/5/15 15:05,88.22,6/5/15 15:06,76.37,6/5/15 15:06,36.32,6/5/15 15:06
221,2E7,shade,5,6,2,55.38,6/5/15 15:07,60.98,6/5/15 15:07,67.62,6/5/15 15:07,64.13,6/5/15 15:07,61.52,6/5/15 15:08,107.75,6/5/15 15:08,87.04,6/5/15 15:08,70.84,6/5/15 15:08
239,QD7,shade,5,6,2,80.54,6/5/15 15:09,61.62,6/5/15 15:09,46.58,6/5/15 15:10,15.19,6/5/15 15:10,33.27,6/5/15 15:10,29.84,6/5/15 15:10,24.68,6/5/15 15:10,11.07,6/5/15 15:11
209,1E3,shade,5,6,2,45.11,6/5/15 15:11,47.11,6/5/15 15:12,59.46,6/5/15 15:12,52.59,6/5/15 15:12,57.79,6/5/15 15:12,85.65,6/5/15 15:12,69.63,6/5/15 15:12,40.52,6/5/15 15:13
185,A,shade,5,6,2,54.26,6/5/15 15:14,60.14,6/5/15 15:14,65.64,6/5/15 15:14,38.74,6/5/15 15:14,66.27,6/5/15 15:14,95.06,6/5/15 15:14,73.49,6/5/15 15:15,56.64,6/5/15 15:15
245,A,sun,6,1,2,38.09,6/6/15 8:15,37.04,6/6/15 8:15,33.83,6/6/15 8:15,17.33,6/6/15 8:15,78.25,6/6/15 8:16,67.66,6/6/15 8:16,60.89,6/6/15 8:16,44.12,6/6/15 8:17
243,MM,sun,6,1,2,24.57,6/6/15 8:17,26.62,6/6/15 8:18,29.1,6/6/15 8:18,21.11,6/6/15 8:18,52.62,6/6/15 8:18,63.5,6/6/15 8:18,68.55,6/6/15 8:19,32.21,6/6/15 8:19
291,TR7,sun,6,1,2,45.71,6/6/15 8:20,41.19,6/6/15 8:20,34.81,6/6/15 8:20,49.67,6/6/15 8:20,64.61,6/6/15 8:20,79.38,6/6/15 8:21,93.52,6/6/15 8:21,56.38,6/6/15 8:21
255,E3,sun,6,1,2,45.77,6/6/15 8:22,40.43,6/6/15 8:22,29.94,6/6/15 8:22,18.63,6/6/15 8:23,64.4,6/6/15 8:23,84.4,6/6/15 8:23,60.17,6/6/15 8:23,41.11,6/6/15 8:23
286,1E3,sun,6,1,2,39.74,6/6/15 8:24,40.58,6/6/15 8:24,38.77,6/6/15 8:25,40.74,6/6/15 8:25,68.24,6/6/15 8:25,98.39,6/6/15 8:25,103.61,6/6/15 8:26,49.46,6/6/15 8:26
276,2E3,sun,6,1,2,33.46,6/6/15 8:27,39.46,6/6/15 8:27,30.29,6/6/15 8:27,23.84,6/6/15 8:27,66.32,6/6/15 8:28,58.61,6/6/15 8:28,49.42,6/6/15 8:28,39.53,6/6/15 8:28
259,E7,sun,6,1,2,29.8,6/6/15 8:29,39.11,6/6/15 8:29,38.93,6/6/15 8:30,36.41,6/6/15 8:30,68.8,6/6/15 8:30,89.72,6/6/15 8:30,81.91,6/6/15 8:31,43.98,6/6/15 8:31
251,B2,sun,6,1,2,38.23,6/6/15 8:32,39.73,6/6/15 8:32,55.48,6/6/15 8:32,24.54,6/6/15 8:32,74.67,6/6/15 8:32,86.14,6/6/15 8:33,74.39,6/6/15 8:33,49.44,6/6/15 8:33
242,MM,sun,6,2,2,28.01,6/6/15 8:38,32.26,6/6/15 8:38,30.42,6/6/15 8:38,20.02,6/6/15 8:38,76.13,6/6/15 8:39,82.42,6/6/15 8:39,79.86,6/6/15 8:39,31.88,6/6/15 8:39
249,B1,sun,6,2,2,57.63,6/6/15 8:40,42.47,6/6/15 8:40,39.57,6/6/15 8:40,25.61,6/6/15 8:41,52.93,6/6/15 8:41,73.28,6/6/15 8:41,58.48,6/6/15 8:41,42.54,6/6/15 8:42
266,1E3,sun,6,2,2,39.36,6/6/15 8:43,32.02,6/6/15 8:43,36.55,6/6/15 8:43,35.05,6/6/15 8:43,62.98,6/6/15 8:43,83.54,6/6/15 8:44,87.66,6/6/15 8:44,54.15,6/6/15 8:44
258,E7,sun,6,2,2,30.48,6/6/15 8:45,24.44,6/6/15 8:46,28.58,6/6/15 8:46,27.57,6/6/15 8:46,81.2,6/6/15 8:46,89.83,6/6/15 8:46,82.74,6/6/15 8:46,59.69,6/6/15 8:47
268,1E3,sun,6,2,2,33.76,6/6/15 8:47,23.2,6/6/15 8:47,26.91,6/6/15 8:48,50.78,6/6/15 8:48,64.5,6/6/15 8:48,84.33,6/6/15 8:48,80.05,6/6/15 8:48,93.02,6/6/15 8:49
254,E3,sun,6,2,2,39.46,6/6/15 8:49,40.99,6/6/15 8:49,31.05,6/6/15 8:50,20.78,6/6/15 8:50,76.92,6/6/15 8:50,94.28,6/6/15 8:50,59.09,6/6/15 8:51,28.88,6/6/15 8:51
285,1E3,sun,6,3,2,51.32,6/6/15 8:58,33.75,6/6/15 8:58,43.55,6/6/15 8:58,32.06,6/6/15 8:58,56.61,6/6/15 8:59,91.9,6/6/15 8:59,80.36,6/6/15 8:59,51.32,6/6/15 9:00
278,2E7,sun,6,3,2,32.28,6/6/15 9:00,43.67,6/6/15 9:01,47.29,6/6/15 9:01,30.63,6/6/15 9:01,71.42,6/6/15 9:01,73.27,6/6/15 9:01,73.35,6/6/15 9:01,56.12,6/6/15 9:02
247,B1,sun,6,3,2,43.88,6/6/15 9:05,41.02,6/6/15 9:05,35.21,6/6/15 9:05,43.69,6/6/15 9:06,58.34,6/6/15 9:06,78.65,6/6/15 9:06,70.71,6/6/15 9:06,60.4,6/6/15 9:06
261,B12,sun,6,3,2,49.37,6/6/15 9:09,29.55,6/6/15 9:09,32.98,6/6/15 9:09,17.84,6/6/15 9:09,43.5,6/6/15 9:09,68.08,6/6/15 9:10,35.41,6/6/15 9:10,17.96,6/6/15 9:10
294,QD3,sun,6,4,2,80.45,6/6/15 9:15,24.18,6/6/15 9:15,50.92,6/6/15 9:15,48.83,6/6/15 9:16,48.84,6/6/15 9:16,64.9,6/6/15 9:16,40.41,6/6/15 9:16,20.76,6/6/15 9:17
248,B1,sun,6,4,2,63.78,6/6/15 9:18,48.64,6/6/15 9:18,34.12,6/6/15 9:18,32.01,6/6/15 9:18,60.71,6/6/15 9:18,56.31,6/6/15 9:19,58.94,6/6/15 9:19,51.34,6/6/15 9:20
244,A,sun,6,4,2,39.84,6/6/15 9:20,38.43,6/6/15 9:20,33.98,6/6/15 9:21,22.34,6/6/15 9:21,75.68,6/6/15 9:21,103.06,6/6/15 9:21,79.34,6/6/15 9:22,37.46,6/6/15 9:22
292,TR7,sun,6,4,2,55.58,6/6/15 9:23,41.06,6/6/15 9:23,41.38,6/6/15 9:23,44.84,6/6/15 9:23,60.78,6/6/15 9:23,74.39,6/6/15 9:23,86.8,6/6/15 9:24,81.02,6/6/15 9:24
283,1E3,sun,6,4,2,34.72,6/6/15 9:25,32.23,6/6/15 9:25,43.5,6/6/15 9:25,50.63,6/6/15 9:25,63.14,6/6/15 9:25,84.22,6/6/15 9:26,81.04,6/6/15 9:26,42.17,6/6/15 9:26
263,B12,sun,6,4,2,62.1,6/6/15 9:29,39.25,6/6/15 9:29,41.59,6/6/15 9:29,24.64,6/6/15 9:29,53.31,6/6/15 9:29,83.47,6/6/15 9:29,63.42,6/6/15 9:30,49.94,6/6/15 9:30
270,1E7,sun,6,4,2,73.14,6/6/15 9:31,46.56,6/6/15 9:31,32.91,6/6/15 9:31,30.28,6/6/15 9:31,61.48,6/6/15 9:31,80.64,6/6/15 9:32,63.28,6/6/15 9:32,39.36,6/6/15 9:32
280,2E7,sun,6,5,2,35.33,6/6/15 9:34,36.68,6/6/15 9:35,37.72,6/6/15 9:35,36.76,6/6/15 9:35,66.02,6/6/15 9:35,89.86,6/6/15 9:35,80.49,6/6/15 9:36,57.51,6/6/15 9:36
273,2E3,sun,6,5,2,31.85,6/6/15 9:37,35.03,6/6/15 9:37,39.41,6/6/15 9:37,34.47,6/6/15 9:38,87.82,6/6/15 9:38,115.19,6/6/15 9:38,72.85,6/6/15 9:38,53.96,6/6/15 9:39
256,E7,sun,6,5,2,34.79,6/6/15 9:40,41.49,6/6/15 9:40,45.63,6/6/15 9:40,39.11,6/6/15 9:40,70.49,6/6/15 9:40,85.7,6/6/15 9:41,84.37,6/6/15 9:41,73.54,6/6/15 9:41
287,1E3,sun,6,5,2,39.33,6/6/15 9:43,33.43,6/6/15 9:43,62.24,6/6/15 9:43,49.72,6/6/15 9:44,59.8,6/6/15 9:44,89.13,6/6/15 9:44,94.55,6/6/15 9:45,44.06,6/6/15 9:45
252,B2,sun,6,5,2,25.98,6/6/15 9:48,41.01,6/6/15 9:49,41.08,6/6/15 9:49,22.19,6/6/15 9:49,72.75,6/6/15 9:49,91.48,6/6/15 9:49,55.58,6/6/15 9:50,36.3,6/6/15 9:50
264,1E3,sun,6,6,2,54.93,6/6/15 9:55,47.51,6/6/15 9:55,33.2,6/6/15 9:55,25.84,6/6/15 9:56,72.65,6/6/15 9:56,78.94,6/6/15 9:56,86.91,6/6/15 9:56,42.81,6/6/15 9:57
296,QD3,sun,6,6,2,39.28,6/6/15 10:00,28.02,6/6/15 10:00,38.41,6/6/15 10:01,19.31,6/6/15 10:01,34.73,6/6/15 10:01,36.82,6/6/15 10:01,31.91,6/6/15 10:01,16.09,6/6/15 10:01
241,MM,sun,6,6,2,21.17,6/6/15 10:03,26.23,6/6/15 10:04,24.24,6/6/15 10:04,13.84,6/6/15 10:04,48.63,6/6/15 10:04,67.02,6/6/15 10:05,52.35,6/6/15 10:05,28.74,6/6/15 10:05
250,B2,sun,6,6,2,33.19,6/6/15 10:06,35.4,6/6/15 10:06,31.6,6/6/15 10:06,23.74,6/6/15 10:06,72.52,6/6/15 10:06,93.64,6/6/15 10:07,64.3,6/6/15 10:07,57.58,6/6/15 10:07
246,A,sun,6,6,2,36.99,6/6/15 10:08,25.46,6/6/15 10:08,27.66,6/6/15 10:08,16.42,6/6/15 10:09,50.28,6/6/15 10:09,71.3,6/6/15 10:09,66.93,6/6/15 10:09,53.22,6/6/15 10:09
265,1E3,sun,6,6,2,39.6,6/6/15 10:11,45.44,6/6/15 10:11,41.48,6/6/15 10:11,25.57,6/6/15 10:11,63.91,6/6/15 10:11,81.58,6/6/15 10:12,78.47,6/6/15 10:12,55.5,6/6/15 10:12
271,1E7,sun,6,6,2,38.54,6/6/15 10:13,37.34,6/6/15 10:13,22.01,6/6/15 10:13,29.38,6/6/15 10:13,70.5,6/6/15 10:14,82.26,6/6/15 10:14,76.3,6/6/15 10:14,43.53,6/6/15 10:14
336,2E3,shade,6,1,2,48.32,6/6/15 10:33,42.32,6/6/15 10:33,90.03,6/6/15 10:33,72.67,6/6/15 10:33,67.74,6/6/15 10:34,90.11,6/6/15 10:34,98.08,6/6/15 10:35,78.38,6/6/15 10:35
348,1E3,shade,6,1,2,48.96,6/6/15 10:36,49.92,6/6/15 10:36,69.57,6/6/15 10:36,62.65,6/6/15 10:36,67.61,6/6/15 10:38,73.84,6/6/15 10:38,78.17,6/6/15 10:38,45.75,6/6/15 10:38
339,2E7,shade,6,1,2,76.01,6/6/15 10:40,105.85,6/6/15 10:40,80.49,6/6/15 10:40,41.4,6/6/15 10:41,73.26,6/6/15 10:41,81.53,6/6/15 10:42,81.05,6/6/15 10:42,36.47,6/6/15 10:42
312,B2,shade,6,1,2,58.37,6/6/15 10:43,88.02,6/6/15 10:43,106.48,6/6/15 10:43,52.22,6/6/15 10:44,73.87,6/6/15 10:44,101.92,6/6/15 10:44,91.19,6/6/15 10:44,43.99,6/6/15 10:45
354,QD3,shade,6,1,2,52.78,6/6/15 10:46,51.13,6/6/15 10:46,31.15,6/6/15 10:46,30.61,6/6/15 10:46,37.95,6/6/15 10:47,34.5,6/6/15 10:47,38.86,6/6/15 10:47,27.7,6/6/15 10:47
318,E7,shade,6,1,2,63.8,6/6/15 10:48,61.94,6/6/15 10:48,74.57,6/6/15 10:48,32.67,6/6/15 10:49,77.7,6/6/15 10:49,93.85,6/6/15 10:49,74.98,6/6/15 10:50,42.23,6/6/15 10:50
321,B12,shade,6,1,2,80.6,6/6/15 10:51,87.97,6/6/15 10:51,98.94,6/6/15 10:51,54.39,6/6/15 10:51,40.44,6/6/15 10:52,54.9,6/6/15 10:52,60.31,6/6/15 10:52,51.46,6/6/15 10:52
305,A,shade,6,1,2,48.87,6/6/15 10:53,80.2,6/6/15 10:53,97.95,6/6/15 10:54,41.37,6/6/15 10:54,81.7,6/6/15 10:54,85,6/6/15 10:54,52.4,6/6/15 10:54,30.61,6/6/15 10:55
344,1E3,shade,6,2,2,54.56,6/6/15 11:59,42.04,6/6/15 11:59,96.85,6/6/15 11:59,62.5,6/6/15 11:59,74.46,6/6/15 11:59,87.98,6/6/15 0:00,92.04,6/6/15 0:01,42.9,6/6/15 0:01
332,1E7,shade,6,2,2,72.87,6/6/15 0:02,65.31,6/6/15 0:02,124.11,6/6/15 0:02,56.23,6/6/15 0:03,66.42,6/6/15 0:03,85.39,6/6/15 0:03,79.63,6/6/15 0:03,69.81,6/6/15 0:04
310,B2,shade,6,2,2,48.35,6/6/15 0:05,38.54,6/6/15 0:06,89.75,6/6/15 0:06,81.49,6/6/15 0:06,79.76,6/6/15 0:06,81.8,6/6/15 0:07,91.98,6/6/15 0:07,79.39,6/6/15 0:07
352,TR7,shade,6,2,2,57.32,6/6/15 0:08,66.73,6/6/15 0:08,73.58,6/6/15 0:08,62.02,6/6/15 0:09,59.65,6/6/15 0:09,75.78,6/6/15 0:10,94.53,6/6/15 0:10,76.87,6/6/15 0:11
356,QD3,shade,6,2,2,44.35,6/6/15 0:12,31.79,6/6/15 0:12,52.7,6/6/15 0:12,41.32,6/6/15 0:13,40.84,6/6/15 0:13,44.8,6/6/15 0:13,46.3,6/6/15 0:13,17.09,6/6/15 0:13
316,E7,shade,6,2,2,39.44,6/6/15 0:14,51.81,6/6/15 0:14,91.15,6/6/15 0:15,61.17,6/6/15 0:15,59.49,6/6/15 0:16,87.94,6/6/15 0:16,109.14,6/6/15 0:16,61.68,6/6/15 0:16
314,E3,shade,6,2,2,55.13,6/6/15 0:18,83.89,6/6/15 0:18,87.19,6/6/15 0:18,40.34,6/6/15 0:18,74.46,6/6/15 0:19,90.97,6/6/15 0:19,91.69,6/6/15 0:19,40.28,6/6/15 0:19
340,2E7,shade,6,2,2,63.55,6/6/15 0:21,75.32,6/6/15 0:21,105.33,6/6/15 0:21,40.99,6/6/15 0:21,80.21,6/6/15 0:22,105.45,6/6/15 0:22,86.3,6/6/15 0:22,67.55,6/6/15 0:22
355,QD3,shade,6,3,2,74.6,6/6/15 0:28,59.16,6/6/15 0:28,91.89,6/6/15 0:28,56,6/6/15 0:28,56.19,6/6/15 0:29,65.17,6/6/15 0:29,61.29,6/6/15 0:29,41.71,6/6/15 0:29
320,E7,shade,6,3,2,52.11,6/6/15 0:30,71.33,6/6/15 0:31,65.99,6/6/15 0:31,38.04,6/6/15 0:31,75.42,6/6/15 0:31,95.25,6/6/15 0:31,77.97,6/6/15 0:32,41.99,6/6/15 0:32
323,B12,shade,6,3,2,75.81,6/6/15 0:35,70.46,6/6/15 0:35,96.3,6/6/15 0:36,100.38,6/6/15 0:36,51.45,6/6/15 0:36,60.34,6/6/15 0:36,71.18,6/6/15 0:37,66.88,6/6/15 0:37
